league,season,match_id,date,home_team,away_team,home_goals,away_goals,h_a,team,shot_id,minute,result,player,player_id,player_assisted,situation,shotType,lastAction,X,Y,xG
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309892,4,MissedShots,Marco Stiepermann,7694,Teemu Pukki,OpenPlay,LeftFoot,Pass,0.8690000152587891,0.629000015258789,0.0703708007931709
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309893,6,OwnGoal,Grant Hanley,7690,,OpenPlay,RightFoot,None,0.0359999990463256,0.4179999923706055,0.0
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309894,9,MissedShots,Marco Stiepermann,7694,Teemu Pukki,OpenPlay,LeftFoot,Pass,0.84,0.6140000152587891,0.0445749014616012
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309895,14,BlockedShot,Teemu Pukki,7696,Jamal Lewis,OpenPlay,LeftFoot,Throughball,0.895,0.6780000305175782,0.0985803008079528
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309896,14,MissedShots,Teemu Pukki,7696,Todd Cantwell,OpenPlay,LeftFoot,Pass,0.97,0.6719999694824219,0.0538403987884521
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309897,15,MissedShots,Andrew Robertson,1688,Divock Origi,OpenPlay,LeftFoot,Pass,0.8830000305175781,0.7130000305175781,0.053779199719429
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309898,18,Goal,Mohamed Salah,1250,Roberto Firmino,OpenPlay,LeftFoot,Pass,0.933000030517578,0.3670000076293945,0.3668169975280761
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309899,24,SavedShot,Emiliano Buendía,2203,Todd Cantwell,OpenPlay,LeftFoot,Pass,0.8059999847412109,0.4779999923706055,0.0413956008851528
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309900,25,SavedShot,Marco Stiepermann,7694,Emiliano Buendía,OpenPlay,LeftFoot,Pass,0.8030000305175782,0.49,0.0549972988665103
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309901,27,Goal,Virgil van Dijk,833,Mohamed Salah,FromCorner,Head,Cross,0.921999969482422,0.5109999847412109,0.1053159981966018
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309902,30,SavedShot,Roberto Firmino,482,Trent Alexander-Arnold,OpenPlay,LeftFoot,Cross,0.8780000305175781,0.555,0.1120439991354942
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309903,34,MissedShots,Tom Trybull,7692,Emiliano Buendía,FromCorner,Head,Aerial,0.9,0.4809999847412109,0.0215419996529817
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309904,41,Goal,Divock Origi,484,Trent Alexander-Arnold,OpenPlay,Head,Chipped,0.8909999847412109,0.53,0.2582519948482513
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309905,46,BlockedShot,Roberto Firmino,482,Andrew Robertson,OpenPlay,LeftFoot,Pass,0.8480000305175781,0.6940000152587891,0.045728400349617
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309906,47,SavedShot,Jordan Henderson,605,Divock Origi,OpenPlay,RightFoot,Cross,0.875,0.53,0.126690998673439
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309907,47,ShotOnPost,Roberto Firmino,482,Trent Alexander-Arnold,OpenPlay,LeftFoot,Pass,0.9640000152587892,0.5420000076293945,0.6854050159454346
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309908,53,MissedShots,Mohamed Salah,1250,Fabinho,OpenPlay,LeftFoot,BallRecovery,0.88,0.3390000152587891,0.0779922977089881
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309909,54,BlockedShot,Jordan Henderson,605,Mohamed Salah,OpenPlay,RightFoot,Pass,0.8490000152587891,0.4179999923706055,0.1055219992995262
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309910,54,SavedShot,Fabinho,3420,,OpenPlay,RightFoot,Rebound,0.7269999694824218,0.5359999847412109,0.0147264003753662
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309911,57,MissedShots,Andrew Robertson,1688,,SetPiece,LeftFoot,None,0.78,0.6930000305175781,0.0130757996812462
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309912,61,ShotOnPost,Moritz Leitner,1217,Todd Cantwell,OpenPlay,RightFoot,Pass,0.905,0.27,0.0486494004726409
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309913,63,Goal,Teemu Pukki,7696,Emiliano Buendía,OpenPlay,RightFoot,Throughball,0.909000015258789,0.3859999847412109,0.3120569884777069
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309914,70,BlockedShot,Roberto Firmino,482,Mohamed Salah,OpenPlay,RightFoot,Pass,0.835999984741211,0.4820000076293945,0.0952764973044395
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309915,72,MissedShots,Trent Alexander-Arnold,1791,Joseph Gomez,OpenPlay,RightFoot,Pass,0.735999984741211,0.374000015258789,0.0220336001366376
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309916,79,SavedShot,Emiliano Buendía,2203,,DirectFreekick,RightFoot,Standard,0.754000015258789,0.7419999694824219,0.0386038981378078
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,h,Liverpool,309917,84,SavedShot,Trent Alexander-Arnold,1791,,DirectFreekick,RightFoot,Standard,0.8119999694824219,0.5270000076293946,0.1534589976072311
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309918,90,SavedShot,Ben Godfrey,7689,Jamal Lewis,OpenPlay,RightFoot,Pass,0.7469999694824219,0.72,0.0089984703809022
EPL,2019,11643,2019-08-09 20:00:00,Liverpool,Norwich,4,1,a,Norwich,309919,90,BlockedShot,Onel Hernández,7697,,OpenPlay,LeftFoot,Rebound,0.9390000152587892,0.6509999847412109,0.0492402017116546
EPL,2019,11644,2019-08-10 12:30:00,West Ham,Manchester City,0,5,a,Manchester City,309920,8,SavedShot,Riyad Mahrez,750,Kyle Walker,OpenPlay,LeftFoot,Pass,0.7709999847412109,0.3529999923706055,0.0249304007738828
EPL,2019,11644,2019-08-10 12:30:00,West Ham,Manchester City,0,5,a,Manchester City,309921,14,MissedShots,David Silva,617,Riyad Mahrez,OpenPlay,LeftFoot,Pass,0.8069999694824219,0.36,0.0293374992907047
EPL,2019,11644,2019-08-10 12:30:00,West Ham,Manchester City,0,5,a,Manchester City,309922,18,BlockedShot,Riyad Mahrez,750,Kevin De Bruyne,OpenPlay,RightFoot,TakeOn,0.8680000305175781,0.34,0.0883904993534088
EPL,2019,11644,2019-08-10 12:30:00,West Ham,Manchester City,0,5,a,Manchester City,309923,20,MissedShots,Riyad Mahrez,750,Kevin De Bruyne,OpenPlay,LeftFoot,TakeOn,0.911999969482422,0.3559999847412109,0.3134329915046692
