league,season,match_id,date,home_team,away_team,home_goals,away_goals,h_a,team,shot_id,minute,result,player,player_id,player_assisted,situation,shotType,lastAction,X,Y,xG
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425563,1,SavedShot,Kieran Tierney,8089,Nicolas Pepe,FromCorner,LeftFoot,Pass,0.715,0.5320000076293945,0.0172221008688211
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,h,Brentford,425564,10,MissedShots,Frank Onyeka,9681,,OpenPlay,Head,Aerial,0.9130000305175782,0.539000015258789,0.0534639991819858
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,h,Brentford,425565,11,ShotOnPost,Bryan Mbeumo,6552,Ivan Toney,OpenPlay,RightFoot,Throughball,0.9080000305175782,0.315,0.1182970032095909
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425566,15,MissedShots,Calum Chambers,508,Kieran Tierney,OpenPlay,RightFoot,Cross,0.8469999694824218,0.3120000076293945,0.0255658999085426
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,h,Brentford,425567,21,Goal,Sergi Canos,1078,Ethan Pinnock,OpenPlay,RightFoot,BallRecovery,0.874000015258789,0.6980000305175781,0.0521446987986564
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,h,Brentford,425568,27,MissedShots,Sergi Canos,1078,Frank Onyeka,OpenPlay,RightFoot,Pass,0.8119999694824219,0.4779999923706055,0.0657062008976936
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,h,Brentford,425569,29,MissedShots,Bryan Mbeumo,6552,Kristoffer Ajer,OpenPlay,RightFoot,Chipped,0.8919999694824219,0.3570000076293945,0.0806905999779701
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425570,30,MissedShots,Folarin Balogun,9690,,OpenPlay,RightFoot,BallTouch,0.9159999847412108,0.515,0.0964953005313873
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425571,32,MissedShots,Nicolas Pepe,5656,Gabriel Martinelli,OpenPlay,LeftFoot,Pass,0.8190000152587891,0.27,0.0244100000709295
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425572,37,MissedShots,Folarin Balogun,9690,,OpenPlay,RightFoot,BallTouch,0.825,0.7480000305175781,0.019192200154066
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425573,41,MissedShots,Folarin Balogun,9690,Kieran Tierney,OpenPlay,Head,Aerial,0.905,0.5179999923706055,0.0417672991752624
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425574,45,BlockedShot,Nicolas Pepe,5656,Gabriel Martinelli,OpenPlay,LeftFoot,Pass,0.8619999694824219,0.3709999847412109,0.0513841994106769
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425575,50,SavedShot,Emile Smith-Rowe,7230,Kieran Tierney,OpenPlay,RightFoot,Pass,0.8519999694824218,0.55,0.0719166025519371
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425576,59,SavedShot,Albert Sambi Lokonga,9689,Nicolas Pepe,OpenPlay,LeftFoot,Pass,0.7480000305175781,0.369000015258789,0.0178267993032932
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425577,63,BlockedShot,Kieran Tierney,8089,Bukayo Saka,OpenPlay,RightFoot,BallTouch,0.86,0.6659999847412109,0.0445738993585109
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425578,64,MissedShots,Gabriel Martinelli,7752,Nicolas Pepe,FromCorner,Head,Cross,0.965999984741211,0.5670000076293945,0.1212410032749176
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,h,Brentford,425579,65,SavedShot,Sergi Canos,1078,Bryan Mbeumo,OpenPlay,RightFoot,Pass,0.8819999694824219,0.3320000076293945,0.0725838020443916
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425580,66,BlockedShot,Calum Chambers,508,Granit Xhaka,OpenPlay,RightFoot,Pass,0.8119999694824219,0.3429999923706054,0.0362263992428779
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425581,69,MissedShots,Granit Xhaka,204,Calum Chambers,OpenPlay,LeftFoot,Cross,0.8880000305175781,0.634000015258789,0.0555610992014408
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,h,Brentford,425582,72,Goal,Christian Nørgaard,7083,,OpenPlay,Head,Aerial,0.9690000152587892,0.4809999847412109,0.8865979909896851
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425583,75,MissedShots,Kieran Tierney,8089,Emile Smith-Rowe,OpenPlay,LeftFoot,Throughball,0.8919999694824219,0.67,0.0910058990120887
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425584,76,MissedShots,Nicolas Pepe,5656,,DirectFreekick,LeftFoot,Standard,0.8069999694824219,0.7669999694824219,0.0509188994765281
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,h,Brentford,425585,79,MissedShots,Christian Nørgaard,7083,Sergi Canos,FromCorner,Head,Aerial,0.973000030517578,0.5279999923706055,0.5586959719657898
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425586,82,MissedShots,Nuno Tavares,9691,Albert Sambi Lokonga,OpenPlay,LeftFoot,Pass,0.7719999694824219,0.2870000076293945,0.0141946002840995
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425587,85,MissedShots,Granit Xhaka,204,Albert Sambi Lokonga,OpenPlay,LeftFoot,Pass,0.7480000305175781,0.429000015258789,0.0188078004866838
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425588,86,SavedShot,Nicolas Pepe,5656,Kieran Tierney,OpenPlay,LeftFoot,Pass,0.865,0.5990000152587891,0.0856826975941658
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425589,86,MissedShots,Pablo Marí,8380,Emile Smith-Rowe,FromCorner,Head,Aerial,0.953000030517578,0.409000015258789,0.0315680988132953
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425590,90,MissedShots,Albert Sambi Lokonga,9689,Kieran Tierney,OpenPlay,RightFoot,Pass,0.705999984741211,0.549000015258789,0.0102656995877623
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425591,91,BlockedShot,Reiss Nelson,6492,Kieran Tierney,OpenPlay,LeftFoot,Cross,0.8369999694824218,0.4629999923706054,0.037433598190546
EPL,2021,16376,2021-08-13 19:00:00,Brentford,Arsenal,2,0,a,Arsenal,425592,91,MissedShots,Emile Smith-Rowe,7230,Reiss Nelson,OpenPlay,RightFoot,Pass,0.875,0.3420000076293945,0.0605892986059188
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425633,1,BlockedShot,Scott McTominay,5560,Bruno Fernandes,OpenPlay,RightFoot,Pass,0.8880000305175781,0.3110000038146973,0.0547596998512744
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425634,5,SavedShot,Mason Greenwood,7490,Scott McTominay,OpenPlay,LeftFoot,Pass,0.7090000152587891,0.6,0.0167734008282423
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425635,8,MissedShots,Mateusz Klich,4381,Jack Harrison,FromCorner,RightFoot,Pass,0.81,0.4870000076293945,0.0416413992643356
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425636,10,MissedShots,Harry Maguire,1687,Luke Shaw,FromCorner,Head,Cross,0.88,0.44,0.0245322994887828
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425637,11,MissedShots,Paul Pogba,1740,Mason Greenwood,OpenPlay,LeftFoot,Pass,0.8630000305175781,0.65,0.2299689948558807
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425638,14,BlockedShot,Daniel James,5595,,FromCorner,LeftFoot,Aerial,0.850999984741211,0.5520000076293945,0.0258806999772787
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425639,15,SavedShot,Jack Harrison,8720,,FromCorner,LeftFoot,None,0.7830000305175782,0.6569999694824219,0.0178305003792047
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425640,15,SavedShot,Mateusz Klich,4381,Jack Harrison,OpenPlay,RightFoot,TakeOn,0.7559999847412109,0.605999984741211,0.0168772991746664
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425641,25,MissedShots,Patrick Bamford,822,Raphinha,SetPiece,Head,Cross,0.9109999847412108,0.545,0.1046240031719207
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425642,26,SavedShot,Paul Pogba,1740,Bruno Fernandes,OpenPlay,RightFoot,Pass,0.7340000152587891,0.424000015258789,0.019063800573349
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425643,29,Goal,Bruno Fernandes,1228,Paul Pogba,OpenPlay,LeftFoot,Throughball,0.860999984741211,0.6170000076293946,0.3290910124778747
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425644,32,MissedShots,Luke Shaw,1006,Bruno Fernandes,OpenPlay,LeftFoot,Pass,0.879000015258789,0.7440000152587891,0.0437946990132331
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425645,33,BlockedShot,Raphinha,8026,Patrick Bamford,OpenPlay,LeftFoot,Chipped,0.8269999694824218,0.3470000076293945,0.0228803995996713
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425646,35,MissedShots,Daniel James,5595,Luke Shaw,OpenPlay,RightFoot,Pass,0.8919999694824219,0.3670000076293945,0.1048920005559921
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425647,41,BlockedShot,Bruno Fernandes,1228,Daniel James,OpenPlay,RightFoot,Pass,0.7219999694824218,0.5720000076293945,0.0212862994521856
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425648,44,SavedShot,Daniel James,5595,Paul Pogba,OpenPlay,RightFoot,Pass,0.8519999694824218,0.5940000152587891,0.0942732021212577
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425649,48,Goal,Luke Ayling,8716,Stuart Dallas,OpenPlay,RightFoot,Pass,0.765,0.35,0.0210449993610382
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425650,51,Goal,Mason Greenwood,7490,Paul Pogba,OpenPlay,LeftFoot,Pass,0.9469999694824218,0.68,0.0811114013195037
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425651,53,Goal,Bruno Fernandes,1228,Paul Pogba,OpenPlay,LeftFoot,Pass,0.9059999847412108,0.3079999923706055,0.0714201033115387
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425652,59,Goal,Bruno Fernandes,1228,Victor Lindelöf,OpenPlay,RightFoot,Throughball,0.901999969482422,0.3520000076293945,0.3619180023670196
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425653,67,Goal,Fred,6817,Paul Pogba,OpenPlay,LeftFoot,Pass,0.9030000305175782,0.5309999847412109,0.1419789940118789
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,h,Manchester United,425654,73,MissedShots,Mason Greenwood,7490,,OpenPlay,LeftFoot,None,0.7709999847412109,0.374000015258789,0.0217329002916812
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425655,78,MissedShots,Tyler Roberts,1014,,OpenPlay,RightFoot,None,0.745999984741211,0.6090000152587891,0.0119444001466035
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425656,79,MissedShots,Hélder Costa,3428,Liam Cooper,SetPiece,RightFoot,HeadPass,0.795,0.6769999694824219,0.0182210002094507
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425657,85,MissedShots,Raphinha,8026,Tyler Roberts,OpenPlay,LeftFoot,Pass,0.875999984741211,0.625999984741211,0.2814140021800995
EPL,2021,16377,2021-08-14 11:30:00,Manchester United,Leeds,5,1,a,Leeds,425658,86,MissedShots,Luke Ayling,8716,,SetPiece,RightFoot,Aerial,0.850999984741211,0.4909999847412109,0.0318638011813163
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,h,Burnley,425795,1,Goal,James Tarkowski,1665,Ashley Westwood,FromCorner,Head,Cross,0.978000030517578,0.48,0.6315199732780457
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,a,Brighton,425796,15,SavedShot,Solly March,6049,,DirectFreekick,LeftFoot,Standard,0.7319999694824219,0.5329999923706055,0.0523037016391754
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,h,Burnley,425797,18,MissedShots,Jack Cork,712,Ashley Westwood,OpenPlay,RightFoot,BallTouch,0.845999984741211,0.6370000076293946,0.06941419839859
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,h,Burnley,425798,18,ShotOnPost,Johann Berg Gudmundsson,1663,,OpenPlay,RightFoot,BallRecovery,0.7880000305175782,0.3770000076293945,0.0422196015715599
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,h,Burnley,425799,21,SavedShot,Chris Wood,4456,Matthew Lowton,OpenPlay,LeftFoot,Pass,0.7780000305175782,0.2770000076293945,0.0240065995603799
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,h,Burnley,425800,30,SavedShot,Jay Rodriguez,844,Chris Wood,OpenPlay,RightFoot,BallTouch,0.8480000305175781,0.524000015258789,0.0936983972787857
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,a,Brighton,425801,34,MissedShots,Shane Duffy,6047,,FromCorner,Head,Aerial,0.899000015258789,0.545,0.0221069008111953
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,h,Burnley,425802,35,ShotOnPost,Ben Mee,1654,,FromCorner,Head,None,0.973000030517578,0.4409999847412109,0.3813470005989074
EPL,2021,16378,2021-08-14 14:00:00,Burnley,Brighton,1,2,h,Burnley,425803,35,MissedShots,James Tarkowski,1665,,FromCorner,RightFoot,Rebound,0.9230000305175782,0.439000015258789,0.4303869903087616
